hhid,paxid,person_type,person_type_id,age,age_id,student_type,student_type_id,gender,female_dummy,income,income_id,work_from_home_dummy,has_driving_license,has_fixed_work_location,fix_work_location_pcode_temp,fix_work_location_mtz,school_location_mtz,worktime_flex
258468AR2,2,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Female,1,Refused,14,0,1,1,257813,550041,0,1
258468AR2,3,Retired,6,65-69 yrs old,13,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
258468AR2,4,Full time student,4,10-14 yrs old,2,Secondary,3,Female,1,No Income,12,0,0,0,0,0,525070,0
258468AR2,5, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0,0
258468AR2,6, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0,0
258468AR2,7, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0,0
258468AR2,8,Domestic worker,10,30-34 yrs old,6,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0,0
258468AR2,9,Domestic worker,10,25-29 yrs old,5,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0,0
258468AR3,1,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Male,0,$8000 and above,11,0,1,1,159410,506240,0,1
258468AR3,2,Homemaker,5,40-44 yrs old,8,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
258468AR3,3,Full time student,4,4-9 yrs old,1,Primary,2,Male,0,No Income,12,0,0,0,0,0,528040,0
258482AO,1,Homemaker,5,50-54 yrs old,10,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
258482AO,2,Employed Full-time,1,50-54 yrs old,10,not a full time student,11,Male,0,Refused,14,0,0,1,79906,514050,0,1
258482BO,1,Homemaker,5,55-59 yrs old,11,not a full time student,11,Female,1,No Income,12,0,1,0,0,0,0,0
258482BO,2,Employed Full-time,1,55-59 yrs old,11,not a full time student,11,Male,0,$8000 and above,11,0,1,1,609915,517040,0,1
259117AO,1,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Male,0,$8000 and above,11,0,1,1,38983,514172,0,2
259117AO,2,Self-employed,3,35-39 yrs old,7,not a full time student,11,Female,1,Refused,14,1,1,1,259117,550042,0,2
259117AO,3,Full time student,4,4-9 yrs old,1,Primary,2,Female,1,No Income,12,0,0,0,0,0,508022,0
259117AO,4,Full time student,4,4-9 yrs old,1,Primary,2,Female,1,No Income,12,0,0,0,0,0,508022,0
259117AO,5, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0,0
259117AO,6,Domestic worker,10,20-24 yrs old,4,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0,0
259117AO,7,Domestic worker,10,30-34 yrs old,6,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0,0
259335AO,1,Retired,6,75-79 yrs old,15,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0,0
259335AO,2,Retired,6,65-69 yrs old,13,not a full time student,11,Female,1,No Income,12,0,1,0,0,0,0,0
259335AO,3,Domestic worker,10,20-24 yrs old,4,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0,0
259335BO,1,Retired,6,75-79 yrs old,15,not a full time student,11,Male,0,No Income,12,0,1,0,0,0,0,0
259335BO,2,Retired,6,75-79 yrs old,15,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
259335BO,3, ,11, ,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0,0
259335BO,4,Domestic worker,10,40-44 yrs old,8,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0,0
259335CR1,1,Homemaker,5,45-49 yrs old,9,not a full time student,11,Female,1,No Income,12,0,1,0,0,0,0,0
259335CR1,2,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Male,0,Refused,14,0,1,1,39192,514171,0,1
259335CR1,3,Full time student,4,10-14 yrs old,2,International school,7,Male,0,No Income,12,0,0,0,0,0,508060,0
259335CR1,4,Full time student,4,10-14 yrs old,2,International school,7,Female,1,No Income,12,0,0,0,0,0,508060,0
259335CR1,5,Domestic worker,10,30-34 yrs old,6,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0,0
259344AO,1,Employed Full-time,1,50-54 yrs old,10,not a full time student,11,Male,0,$8000 and above,11,0,1,1,189969,540030,0,1
259344AO,2,Homemaker,5,45-49 yrs old,9,not a full time student,11,Female,1,No Income,12,0,1,0,0,0,0,0
259344AO,3,Full time student,4,15-19 yrs old,3,International school,7,Male,0,No Income,12,0,0,0,0,0,538120,0
259344AO,4,Full time student,4,10-14 yrs old,2,International school,7,Male,0,No Income,12,0,0,0,0,0,530101,0
259344AO,5,Full time student,4,4-9 yrs old,1,Primary,2,Male,0,No Income,12,0,0,0,0,0,505090,0
259465DO,1,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Male,0,Refused,14,0,1,1,68804,514030,0,1
259465DO,2,Homemaker,5,45-49 yrs old,9,not a full time student,11,Female,1,No Income,12,0,1,0,0,0,0,0
259465DO,3,Full time student,4,15-19 yrs old,3,Post Secondary (JC/CI/ITE),4,Male,0,No Income,12,0,0,0,0,0,509010,0
259465DO,4,Full time student,4,15-19 yrs old,3,Post Secondary (JC/CI/ITE),4,Male,0,No Income,12,0,0,0,0,0,508021,0
259465DO,5,Full time student,4,15-19 yrs old,3,Secondary,3,Female,1,No Income,12,0,0,0,0,0,508250,0
259465DO,6,Domestic worker,10,20-24 yrs old,4,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0,0
259465DO,7,Domestic worker,10,25-29 yrs old,5,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0,0
259465DO,8,Unemployed,7,70-74 yrs old,14,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
259469BO,1,Self-employed,3,40-44 yrs old,8,not a full time student,11,Male,0,$1-$1000,1,1,0,1,259469,550042,0,2
259469BO,2,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Male,0,$8000 and above,11,0,1,1,238872,531030,0,1
259469CO,1,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Male,0,Refused,14,0,1,1,68809,514040,0,1
259469CO,2,Unemployed,7,40-44 yrs old,8,not a full time student,11,Female,1,No Income,12,0,1,0,0,0,0,0
259469CO,3,Full time student,4,4-9 yrs old,1,Primary,2,Female,1,No Income,12,0,0,0,0,0,530101,0
259469CO,4,Full time student,4,4-9 yrs old,1,Preschool,1,Female,1,No Income,12,0,0,0,0,0,538020,0
259489AO,1,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Female,1,$2500-$2999,5,0,0,1,169633,546040,0,1
259548AO,1, ,11, ,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0,0
259548AO,2,Employed Part-time,2,50-54 yrs old,10,not a full time student,11,Female,1,Refused,14,1,1,1,259548,550041,0,2
259548AO,3,Full time student,4,15-19 yrs old,3,Secondary,3,Female,1,No Income,12,0,0,0,0,0,528010,0
259548AO,4,Domestic worker,10,25-29 yrs old,5,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0,0
259548AR1,1,Retired,6,75-79 yrs old,15,not a full time student,11,Male,0,No Income,12,0,1,0,0,0,0,0
259548AR1,2,Retired,6,70-74 yrs old,14,not a full time student,11,Female,1,No Income,12,0,1,0,0,0,0,0
259548AR2,1,Retired,6,80-84 yrs old,16,not a full time student,11,Female,1,No Income,12,0,1,0,0,0,0,0
259548AR2,2,Domestic worker,10,25-29 yrs old,5,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0,0
259548AR3,1,Homemaker,5,40-44 yrs old,8,not a full time student,11,Female,1,No Income,12,0,1,0,0,0,0,0
259548AR3,2, ,11, ,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0,0
259548AR3,3,Full time student,4,10-14 yrs old,2,Special education school,9,Male,0,No Income,12,0,0,0,0,0,507121,0
259548AR3,4,Domestic worker,10,25-29 yrs old,5,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0,0
259548AR4,1, ,11, ,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0,0
259548AR4,2,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Female,1,$7000-$7999,10,0,0,1,189702,514161,0,1
259548AR4,3,Domestic worker,10,30-34 yrs old,6,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0,0
259548AR5,1,Retired,6,65-69 yrs old,13,not a full time student,11,Female,1,No Income,12,0,1,0,0,0,0,0
259548AR6,1,Self-employed,3,60-64 yrs old,12,not a full time student,11,Male,0,Refused,14,0,1,1,48621,514010,0,2
259548AR6,2,Self-employed,3,55-59 yrs old,11,not a full time student,11,Female,1,Refused,14,0,1,1,48621,514010,0,2
259548AR6,3,Domestic worker,10,30-34 yrs old,6,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0,0
259548AR7,1,Employed Full-time,1,50-54 yrs old,10,not a full time student,11,Male,0,$7000-$7999,10,0,1,1,39802,514173,0,1
259548AR7,2,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Female,1,$6000-$6999,9,0,1,1,18989,514010,0,1
259548AR8,1,Employed Full-time,1,60-64 yrs old,12,not a full time student,11,Female,1,Refused,14,0,1,1,179369,514091,0,1
259548AR8,2,Unemployed,7,35-39 yrs old,7,not a full time student,11,Male,0,No Income,12,0,1,0,0,0,0,0
259711BO,1,Self-employed,3,60-64 yrs old,12,not a full time student,11,Female,1,Refused,14,1,1,1,259711,550041,0,2
259711BO,2,Retired,6,80-84 yrs old,16,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
259711BO,3,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Female,1,$1-$1000,1,1,0,1,259711,550041,0,1
259725AO,1,Retired,6,75-79 yrs old,15,not a full time student,11,Male,0,No Income,12,0,1,0,0,0,0,0
259725AO,2,Retired,6,70-74 yrs old,14,not a full time student,11,Female,1,No Income,12,0,1,0,0,0,0,0
259725BO,1,Retired,6,85 yrs & above,17,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
259725BO,2,Self-employed,3,45-49 yrs old,9,not a full time student,11,Male,0,$7000-$7999,10,0,1,0,0,0,0,1
259725BO,3,Self-employed,3,40-44 yrs old,8,not a full time student,11,Female,1,$5000-$5999,8,0,1,0,0,0,0,1
259725BO,4,Unemployed,7,20-24 yrs old,4,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
259725BO,5,Full time student,4,15-19 yrs old,3,Secondary,3,Male,0,No Income,12,0,0,0,0,0,508021,0
259725CO,1,Self-employed,3,40-44 yrs old,8,not a full time student,11,Male,0,$8000 and above,11,0,1,1,307683,530060,0,1
259725CO,2,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Female,1,$8000 and above,11,0,1,1,179434,514092,0,1
259725CO,3,Full time student,4,4-9 yrs old,1,Preschool,1,Male,0,No Income,12,0,0,0,0,0,528040,0
259816AO,1,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Female,1,Refused,14,1,1,1,259816,550041,0,2
259846AO,1,Self-employed,3,65-69 yrs old,13,not a full time student,11,Male,0,Refused,14,1,1,1,259846,550041,0,2
259846AO,2,Retired,6,65-69 yrs old,13,not a full time student,11,Female,1,No Income,12,0,1,0,0,0,0,0
259846AR1,1,Retired,6,85 yrs & above,17,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0,0
259846AR1,2,Retired,6,85 yrs & above,17,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
259846AR1,3,Self-employed,3,45-49 yrs old,9,not a full time student,11,Male,0,Refused,14,0,1,1,238859,531040,0,2
259846AR1,4,Self-employed,3,40-44 yrs old,8,not a full time student,11,Female,1,Refused,14,0,1,1,238859,531040,0,2
259846AR1,5,Full time student,4,4-9 yrs old,1,Primary,2,Male,0,No Income,12,0,0,0,0,0,530102,0
259846AR1,6,Full time student,4,4-9 yrs old,1,Preschool,1,Female,1,No Income,12,0,0,0,0,0,538020,0
259846AR1,7,Domestic worker,10,25-29 yrs old,5,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0,0
259847AO,1,Self-employed,3,55-59 yrs old,11,not a full time student,11,Female,1,Refused,14,0,1,1,534817,552100,0,1
259847AO,2,Homemaker,5,85 yrs & above,17,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
259847AO,3, ,11, ,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0,0
259847AO,4, ,11, ,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0,0
259847AO,5,Domestic worker,10,30-34 yrs old,6,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0,0
259847AR1,1,Self-employed,3,60-64 yrs old,12,not a full time student,11,Male,0,Refused,14,0,1,1,339156,519160,0,2
259847AR1,2,Homemaker,5,55-59 yrs old,11,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
259847AR1,3,Self-employed,3,30-34 yrs old,6,not a full time student,11,Female,1,Refused,14,0,1,1,339156,519160,0,2
259847AR2,1,Self-employed,3,45-49 yrs old,9,not a full time student,11,Male,0,$7000-$7999,10,0,1,1,609918,517040,0,2
259847AR2,2,Homemaker,5,45-49 yrs old,9,not a full time student,11,Female,1,No Income,12,0,1,0,0,0,0,0
259847AR2,3,Full time student,4,15-19 yrs old,3,Special education school,9,Male,0,No Income,12,0,0,0,0,0,501130,0
259847AR2,4,Full time student,4,10-14 yrs old,2,Primary,2,Female,1,No Income,12,0,0,0,0,0,508191,0
259847AR2,5,Full time student,4,10-14 yrs old,2,Primary,2,Female,1,No Income,12,0,0,0,0,0,508191,0
259847AR2,6,Domestic worker,10,30-34 yrs old,6,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0,0
259847AR3,1,Retired,6,60-64 yrs old,12,not a full time student,11,Male,0,No Income,12,0,1,0,0,0,0,0
259847AR3,2,Homemaker,5,60-64 yrs old,12,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
259847AR3,3,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Male,0,$7000-$7999,10,0,1,1,48620,514010,0,1
259847AR4,1, ,11, ,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0,0
259847AR4,2,Homemaker,5,45-49 yrs old,9,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
259847AR4,3,Full time student,4,10-14 yrs old,2,International school,7,Female,1,No Income,12,0,0,0,0,0,538332,0
259847AR4,4,Full time student,4,15-19 yrs old,3,International school,7,Male,0,No Income,12,0,0,0,0,0,538332,0
259847AR5,1,Employed Full-time,1,55-59 yrs old,11,not a full time student,11,Male,0,$8000 and above,11,0,1,1,758201,542210,0,1
259847AR5,2,Employed Full-time,1,50-54 yrs old,10,not a full time student,11,Female,1,$5000-$5999,8,0,1,1,289759,508080,0,1
259847AR5,3,Full time student,4,10-14 yrs old,2,International school,7,Female,1,No Income,12,0,0,0,0,0,508080,0
259848AO,1,Self-employed,3,55-59 yrs old,11,not a full time student,11,Male,0,Refused,14,0,0,1,59483,532050,0,2
259848AO,2,Self-employed,3,50-54 yrs old,10,not a full time student,11,Female,1,Refused,14,0,0,1,259708,528020,0,2
259848AR1,1,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Male,0,$8000 and above,11,0,1,1,48623,514010,0,1
259848AR1,2,Homemaker,5,40-44 yrs old,8,not a full time student,11,Female,1,No Income,12,0,1,0,0,0,0,0
259848AR1,3,Full time student,4,10-14 yrs old,2,Secondary,3,Male,0,No Income,12,0,0,0,0,0,530102,0
259848AR1,4,Full time student,4,10-14 yrs old,2,Primary,2,Female,1,No Income,12,0,0,0,0,0,530101,0
259848AR1,5,Full time student,4,4-9 yrs old,1,Primary,2,Female,1,No Income,12,0,0,0,0,0,530101,0
259848AR1,6,Domestic worker,10,25-29 yrs old,5,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0,0
259848AR1,7,Domestic worker,10,20-24 yrs old,4,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0,0
259849AO,1,Employed Full-time,1,55-59 yrs old,11,not a full time student,11,Male,0,$8000 and above,11,0,1,1,68809,514040,0,1
259849AO,2,Homemaker,5,45-49 yrs old,9,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
259849AR1,1, ,11, ,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0,0
259849AR1,2,Retired,6,60-64 yrs old,12,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
259849AR1,3,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Male,0,Refused,14,0,1,1,48618,514010,0,1
259849AR1,4,Domestic worker,10,25-29 yrs old,5,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0,0
259957AR7,1,Full time student,4,15-19 yrs old,3,University,6,Male,0,No Income,12,0,0,0,0,0,508090,0
259957AR7,2,Domestic worker,10,25-29 yrs old,5,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0,0
259959AR2,1,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Male,0,$8000 and above,11,0,1,1,109673,506230,0,1
259959AR2,2,Homemaker,5,45-49 yrs old,9,not a full time student,11,Female,1,No Income,12,0,1,0,0,0,0,0
259959AR2,3,Full time student,4,10-14 yrs old,2,International school,7,Male,0,No Income,12,0,0,0,0,0,556180,0
259959AR2,4,Full time student,4,4-9 yrs old,1,International school,7,Male,0,No Income,12,0,0,0,0,0,0,0
259959AR2,5,Full time student,4,4-9 yrs old,1,Preschool,1,Male,0,No Income,12,0,0,0,0,0,550042,0
259959AR2,6,Domestic worker,10,25-29 yrs old,5,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0,0
259985AO,1,Self-employed,3,65-69 yrs old,13,not a full time student,11,Male,0,$8000 and above,11,0,1,1,49712,514020,0,2
259985AO,2,Homemaker,5,60-64 yrs old,12,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
259985AO,3,Homemaker,5,25-29 yrs old,5,not a full time student,11,Female,1,No Income,12,0,1,0,0,0,0,0
259985BR1,1,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Male,0,$8000 and above,11,0,0,1,238274,546060,0,2
259985BR1,2,Homemaker,5,30-34 yrs old,6,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
259985BR1,3,Unemployed,7,30-34 yrs old,6,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
259985BR1,4,Domestic worker,10,20-24 yrs old,4,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0,0
259985CO,1,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Female,1,$6000-$6999,9,0,1,1,119260,538181,0,1
259985CO,2,Retired,6,45-49 yrs old,9,not a full time student,11,Male,0,No Income,12,0,1,0,0,0,0,0
259985CO,3,Full time student,4,4-9 yrs old,1,Primary,2,Male,0,No Income,12,0,0,0,0,0,530102,0
259985CO,4,Full time student,4,4-9 yrs old,1,Preschool,1,Male,0,No Income,12,0,0,0,0,0,515090,0
259985CO,5,Domestic worker,10,25-29 yrs old,5,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0,0
259985DO,1,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Male,0,$8000 and above,11,0,1,1,529510,549112,0,1
259985DO,2,Homemaker,5,45-49 yrs old,9,not a full time student,11,Female,1,No Income,12,0,1,0,0,0,0,0
259985DO,3,Full time student,4,10-14 yrs old,2,Secondary,3,Female,1,No Income,12,0,0,0,0,0,530101,0
260002AO,1,Unemployed,7,40-44 yrs old,8,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0,0
260002AO,2,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Female,1,Refused,14,0,0,1,148812,538102,0,1
260002AO,3,Full time student,4,10-14 yrs old,2,Primary,2,Male,0,No Income,12,0,0,0,0,0,538110,0
260002BR1,1,Retired,6,75-79 yrs old,15,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0,0
260002BR1,2,Employed Full-time,1,50-54 yrs old,10,not a full time student,11,Male,0,$1001-$1499,2,0,0,1,768923,557170,0,1
260002BR1,3,Homemaker,5,75-79 yrs old,15,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
260002CR2,1,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Male,0,$1500-$1999,3,0,1,1,569450,501060,0,1
260002CR2,2,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Female,1,$2000-$2499,4,0,0,1,347719,515031,0,1
260002CR2,3,Full time student,4,4-9 yrs old,1,Primary,2,Male,0,No Income,12,0,0,0,0,0,508250,0
260002CR2,4,Domestic worker,10,25-29 yrs old,5,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0,0
260002DR2,1,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Female,1,$3000-$3999,6,0,1,1,127391,513060,0,1
260002EO,1,Retired,6,70-74 yrs old,14,not a full time student,11,Male,0,No Income,12,0,1,0,0,0,0,0
260002EO,2,Self-employed,3,65-69 yrs old,13,not a full time student,11,Female,1,$1500-$1999,3,0,1,1,188979,540030,0,1
266356AO,1,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Male,0,$8000 and above,11,0,1,1,117862,538281,0,1
266356AO,2,Voluntary worker,9,40-44 yrs old,8,not a full time student,11,Female,1,No Income,12,0,1,0,0,0,0,0
266356AO,3,Full time student,4,4-9 yrs old,1,International school,7,Female,1,No Income,12,0,0,0,0,0,556180,0
266356AO,4,Full time student,4,10-14 yrs old,2,International school,7,Female,1,No Income,12,0,0,0,0,0,552092,0
266365DO,1,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Male,0,$6000-$6999,9,0,0,1,38989,514171,0,1
266365DO,2,Homemaker,5,35-39 yrs old,7,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0,0
266365DO,3,Full time student,4,4-9 yrs old,1,International school,7,Male,0,No Income,12,0,0,0,0,0,508140,0
266365DO,4,Full time student,4,10-14 yrs old,2,International school,7,Male,0,No Income,12,0,0,0,0,0,508140,0
266579AO,1,Retired,6,60-64 yrs old,12,not a full time student,11,Male,0,$8000 and above,11,0,1,0,0,0,0,0
266579AO,2,Homemaker,5,55-59 yrs old,11,not a full time student,11,Female,1,$8000 and above,11,0,1,0,0,0,0,0
266579AO,3,Self-employed,3,25-29 yrs old,5,not a full time student,11,Female,1,$8000 and above,11,0,1,1,238250,546060,0,2
266579AO,4,Self-employed,3,25-29 yrs old,5,not a full time student,11,Female,1,$3000-$3999,6,0,1,1,238877,531030,0,2
266584BO,1,Retired,6,80-84 yrs old,16,not a full time student,11,Male,0,$2000-$2499,4,0,1,0,0,0,0,0
266584BO,2,Homemaker,5,75-79 yrs old,15,not a full time student,11,Female,1,$2500-$2999,5,0,1,0,0,0,0,0
266584BO,3, ,11, ,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0,0
266584BO,4,Employed Full-time,1,50-54 yrs old,10,not a full time student,11,Male,0,$4000-$4999,7,0,1,1,189677,514140,0,2
266584BO,5,Homemaker,5,45-49 yrs old,9,not a full time student,11,Female,1,$2000-$2499,4,0,1,0,0,0,0,0
266584BO,6,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Female,1,$2500-$2999,5,0,1,1,49317,514010,0,1
266584BO,7, ,11, ,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0,0
266584BO,8, ,11, ,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0,0
266584BO,9,Domestic worker,10,25-29 yrs old,5,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0,0
266584BO,10,Domestic worker,10,20-24 yrs old,4,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0,0
266585CO,1,Retired,6,60-64 yrs old,12,not a full time student,11,Male,0,Refused,14,0,1,0,0,0,0,0
266585CO,2,Retired,6,60-64 yrs old,12,not a full time student,11,Female,1,Refused,14,0,1,0,0,0,0,0
266585CO,3,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Female,1,$2000-$2499,4,0,0,1,689812,512060,0,1
266594DO,1,Homemaker,5,35-39 yrs old,7,not a full time student,11,Female,1,$2000-$2499,4,0,1,0,0,0,0,0
266594DO,2,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Male,0,$8000 and above,11,0,1,1,179098,514140,0,1
266594DO,3,Full time student,4,4-9 yrs old,1,Preschool,1,Male,0,No Income,12,0,0,0,0,0,508182,0
266594DO,4,Full time student,4,4-9 yrs old,1,Primary,2,Male,0,No Income,12,0,0,0,0,0,508250,0
266594DO,5,Domestic worker,10,20-24 yrs old,4,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0,0
266595EO,1,Employed Part-time,2,45-49 yrs old,9,not a full time student,11,Male,0,$8000 and above,11,0,1,1,574623,530080,0,1
266595EO,2,Homemaker,5,40-44 yrs old,8,not a full time student,11,Female,1,No Income,12,0,1,0,0,0,0,0
266595EO,3,Full time student,4,15-19 yrs old,3,International school,7,Male,0,No Income,12,0,0,0,0,0,508160,0
266625AO,1,Retired,6,70-74 yrs old,14,not a full time student,11,Male,0,No Income,12,0,1,0,0,0,0,0
266625AO,2,Retired,6,70-74 yrs old,14,not a full time student,11,Female,1,No Income,12,0,1,0,0,0,0,0
266625AR1,1,Employed Full-time,1,55-59 yrs old,11,not a full time student,11,Male,0,Refused,14,1,1,1,266625,508022,0,2
266625AR1,2,Retired,6,55-59 yrs old,11,not a full time student,11,Female,1,No Income,12,0,1,0,0,0,0,0
266625AR1,3,Full time student,4,10-14 yrs old,2,Secondary,3,Female,1,No Income,12,0,0,0,0,0,508250,0
266625BO,1,Homemaker,5,50-54 yrs old,10,not a full time student,11,Female,1,No Income,12,0,1,0,0,0,0,0
266625BO,2,Self-employed,3,50-54 yrs old,10,not a full time student,11,Male,0,Refused,14,0,1,1,658079,505050,0,1
266625BO,3,Employed Full-time,1,20-24 yrs old,4,not a full time student,11,Female,1,$2500-$2999,5,0,1,0,0,0,0,1
266625BO,4,Full time student,4,10-14 yrs old,2,Secondary,3,Female,1,No Income,12,0,0,0,0,0,528010,0
266625CR1,1,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Female,1,$7000-$7999,10,0,1,1,309919,530102,0,1
266625CR1,2,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Male,0,$6000-$6999,9,0,1,1,48616,514010,0,1
266625CR1,3,Full time student,4,15-19 yrs old,3,Secondary,3,Male,0,No Income,12,0,0,0,0,0,530102,0
266625CR1,4,Full time student,4,20-24 yrs old,4,University,6,Female,1,No Income,12,0,0,0,0,0,0,0
266625DO,1,Retired,6,70-74 yrs old,14,not a full time student,11,Male,0,No Income,12,0,1,0,0,0,0,0
266625DO,2,Homemaker,5,70-74 yrs old,14,not a full time student,11,Female,1,No Income,12,0,1,0,0,0,0,0
266625EO,1,Homemaker,5,70-74 yrs old,14,not a full time student,11,Female,1,No Income,12,0,1,0,0,0,0,0
266625EO,2,Retired,6,75-79 yrs old,15,not a full time student,11,Male,0,No Income,12,0,1,0,0,0,0,0
266661BR7,1,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Male,0,$8000 and above,11,0,1,1,307642,530060,0,1
266661BR7,2,Homemaker,5,30-34 yrs old,6,not a full time student,11,Female,1,No Income,12,0,1,0,0,0,0,0
266661BR7,3, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0,0
267152AO,1,Retired,6,55-59 yrs old,11,not a full time student,11,Male,0,Refused,14,0,1,0,0,0,0,0
267152AO,2,Homemaker,5,60-64 yrs old,12,not a full time student,11,Female,1,Refused,14,0,1,0,0,0,0,0
