hhid,paxid,person_type,person_type_id,age,age_id,student_type,student_type_id,gender,female_dummy,income,income_id,work_from_home_dummy,has_driving_license,has_fixed_work_location,fix_work_location_pcode_temp,fix_work_location_mtz,school_location_mtz
560441BO,3,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Female,1,$2000-$2499,4,0,0,1,128381,513120,0
560441CR1,1,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Male,0,$2000-$2499,4,0,0,1,486150,549400,0
560441DR1,1,Retired,6,65-69 yrs old,13,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0
560441DR1,2,Homemaker,5,55-59 yrs old,11,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560441EO,1,Retired,6,65-69 yrs old,13,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0
560441EO,2,Homemaker,5,60-64 yrs old,12,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560443AO,1,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Female,1,$1500-$1999,3,0,0,1,819456,510041,0
560443AO,2,Full time student,4,15-19 yrs old,3,Secondary,3,Male,0,No Income,12,0,0,0,0,0,501111
560443AO,3,Full time student,4,10-14 yrs old,2,Secondary,3,Male,0,No Income,12,0,0,0,0,0,503011
560443BO,1,Self-employed,3,55-59 yrs old,11,not a full time student,11,Male,0,$1500-$1999,3,1,1,1,560443,501090,0
560443BO,2,Homemaker,5,40-44 yrs old,8,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560443CO,1,Self-employed,3,55-59 yrs old,11,not a full time student,11,Male,0,$1500-$1999,3,0,1,0,0,0,0
560443CO,2,Homemaker,5,45-49 yrs old,9,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560443CO,3,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Female,1,$2000-$2499,4,0,0,1,768928,557212,0
560443CO,4, ,11, ,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0
560443DO,1,Retired,6,80-84 yrs old,16,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0
560443DO,2,Homemaker,5,70-74 yrs old,14,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560443DO,3,Employed Part-time,2,40-44 yrs old,8,not a full time student,11,Male,0,$1-$1000,1,0,0,0,0,0,0
560445AR1,1,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Male,0,$1001-$1499,2,0,1,0,0,0,0
560445AR1,2,Homemaker,5,40-44 yrs old,8,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560445AR1,3,Full time student,4,10-14 yrs old,2,Secondary,3,Female,1,No Income,12,0,0,0,0,0,501120
560445AR1,4,Full time student,4,4-9 yrs old,1,Preschool,1,Male,0,No Income,12,0,0,0,0,0,503050
560445BR1,1,Homemaker,5,55-59 yrs old,11,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560445BR1,2,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Female,1,$3000-$3999,6,0,0,1,119260,538181,0
560445CR1,1,Retired,6,80-84 yrs old,16,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0
560445CR1,2,Homemaker,5,75-79 yrs old,15,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560445CR1,3,Employed Full-time,1,50-54 yrs old,10,not a full time student,11,Male,0,$1500-$1999,3,0,1,0,0,0,0
560445CR1,4,Homemaker,5,50-54 yrs old,10,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560445CR1,5,Employed Part-time,2,20-24 yrs old,4,not a full time student,11,Male,0,$1001-$1499,2,0,0,1,768761,557190,0
560445CR1,6, ,11, ,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0
560445DR1,1,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Male,0,$1001-$1499,2,0,0,1,628925,504040,0
560445DR1,2,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Female,1,$1500-$1999,3,0,0,1,569625,501090,0
560445DR1,3,Employed Part-time,2,15-19 yrs old,3,not a full time student,11,Male,0,$1-$1000,1,0,1,0,0,0,0
560445DR1,4,Full time student,4,10-14 yrs old,2,Secondary,3,Male,0,No Income,12,0,0,0,0,0,501180
560445EO,1,Homemaker,5,55-59 yrs old,11,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560445EO,2,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Female,1,$2500-$2999,5,0,1,1,555982,544030,0
560445EO,3,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Male,0,$2500-$2999,5,0,1,1,408622,515152,0
560452AO,1,Employed Full-time,1,15-19 yrs old,3,not a full time student,11,Female,1,$1001-$1499,2,0,0,1,560452,501120,0
560452AO,2,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Female,1,$1001-$1499,2,0,0,1,560452,501120,0
560452BO,1,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Female,1,$1001-$1499,2,0,1,1,560452,501120,0
560452BO,2,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Female,1,$1001-$1499,2,0,0,1,560452,501120,0
560452CR2,1,Self-employed,3,30-34 yrs old,6,not a full time student,11,Female,1,$1-$1000,1,0,1,1,560452,501120,0
560452DO,1,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Female,1,$1500-$1999,3,0,0,1,560452,501120,0
560452ER1,1,Employed Full-time,1,50-54 yrs old,10,not a full time student,11,Female,1,$1500-$1999,3,0,1,1,560452,501120,0
560452ER1,2,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Female,1,$1500-$1999,3,0,1,1,560452,501120,0
560456AR4,1,Retired,6,70-74 yrs old,14,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0
560456AR4,2,Homemaker,5,55-59 yrs old,11,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560456AR4,3,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Female,1,$1001-$1499,2,0,0,1,228510,528050,0
560456AR4,4,Full time student,4,10-14 yrs old,2,Secondary,3,Male,0,No Income,12,0,0,0,0,0,501020
560456AR4,5,Full time student,4,4-9 yrs old,1,Primary,2,Female,1,No Income,12,0,0,0,0,0,501090
560456BO,1,Employed Full-time,1,50-54 yrs old,10,not a full time student,11,Female,1,$1-$1000,1,0,0,1,569299,501040,0
560456BO,2,Full time student,4,10-14 yrs old,2,Primary,2,Male,0,No Income,12,0,0,0,0,0,501190
560456BO,3,Full time student,4,10-14 yrs old,2,Primary,2,Male,0,No Income,12,0,0,0,0,0,501190
560456BO,4,Full time student,4,10-14 yrs old,2,Primary,2,Male,0,No Income,12,0,0,0,0,0,501190
560456CO,1,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Male,0,$4000-$4999,7,0,0,1,440080,525060,0
560456CO,2,Homemaker,5,20-24 yrs old,4,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560456DR1,1,Retired,6,65-69 yrs old,13,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560456DR1,2,Unemployed,7,40-44 yrs old,8,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560456ER2,1,Employed Full-time,1,50-54 yrs old,10,not a full time student,11,Male,0,$1-$1000,1,0,0,1,539747,516050,0
560456ER2,2,Employed Part-time,2,45-49 yrs old,9,not a full time student,11,Female,1,$1-$1000,1,0,0,1,179030,546030,0
560459AR2,1,Retired,6,70-74 yrs old,14,not a full time student,11,Male,0,No Income,12,0,1,0,0,0,0
560459AR2,2,Employed Full-time,1,60-64 yrs old,12,not a full time student,11,Female,1,$2000-$2499,4,0,0,1,768959,557170,0
560459AR2,3,Retired,6,85 yrs & above,17,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560459CR6,1,Employed Part-time,2,55-59 yrs old,11,not a full time student,11,Male,0,$1001-$1499,2,0,1,1,419734,515130,0
560459CR6,2,Employed Full-time,1,50-54 yrs old,10,not a full time student,11,Female,1,$1001-$1499,2,0,1,1,730789,556280,0
560459CR6,3,Employed Full-time,1,20-24 yrs old,4,not a full time student,11,Female,1,$1500-$1999,3,0,1,1,48616,514010,0
560459CR6,4,Employed Part-time,2,25-29 yrs old,5,not a full time student,11,Male,0,$2500-$2999,5,0,1,1,415941,502540,0
560459ER1,1,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Male,0,$4000-$4999,7,0,0,1,757695,542250,0
560459ER1,2,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Female,1,$1500-$1999,3,0,1,1,419734,515130,0
560459ER1,3,Full time student,4,4-9 yrs old,1,Primary,2,Female,1,No Income,12,0,0,0,0,0,501090
560459ER1,4,Full time student,4,10-14 yrs old,2,Primary,2,Male,0,No Income,12,0,0,0,0,0,501090
560459ER1,5,Domestic worker,10,30-34 yrs old,6,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0
560459ER1,6, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0
560463AO,1,Retired,6,55-59 yrs old,11,not a full time student,11,Male,0,Refused,14,0,1,0,0,0,0
560463BR1,1,Retired,6,80-84 yrs old,16,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0
560463BR1,2,Homemaker,5,70-74 yrs old,14,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560463CR1,1,Unemployed,7,55-59 yrs old,11,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0
560463CR1,2,Homemaker,5,50-54 yrs old,10,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560463CR1,3,Full time student,4,20-24 yrs old,4,Polytechnic,5,Male,0,No Income,12,0,0,0,0,0,501170
560463DR1,1,Retired,6,65-69 yrs old,13,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0
560463DR1,2,Unemployed,7,30-34 yrs old,6,not a full time student,11,Female,1,No Income,12,0,1,0,0,0,0
560463ER1,1,Self-employed,3,45-49 yrs old,9,not a full time student,11,Male,0,$1500-$1999,3,0,1,0,0,0,0
560463ER1,2,Homemaker,5,45-49 yrs old,9,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560463ER1,3,Employed Full-time,1,20-24 yrs old,4,not a full time student,11,Male,0,$1500-$1999,3,0,0,1,49481,532030,0
560463ER1,4,Full time student,4,15-19 yrs old,3,Polytechnic,5,Female,1,No Income,12,0,0,0,0,0,501170
560463ER1,5,Full time student,4,15-19 yrs old,3,Secondary,3,Female,1,No Income,12,0,0,0,0,0,501040
560466AO,1,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Female,1,$2000-$2499,4,0,0,1,408564,515162,0
560466BR1,1,Employed Part-time,2,60-64 yrs old,12,not a full time student,11,Male,0,$1001-$1499,2,0,0,0,0,0,0
560466BR1,2,Homemaker,5,60-64 yrs old,12,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560466BR1,3,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Female,1,$2500-$2999,5,0,1,1,118502,538260,0
560466CR2,1,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Male,0,$2000-$2499,4,0,0,1,569628,501090,0
560466CR2,2,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Female,1,$1500-$1999,3,0,1,1,569628,501090,0
560466DO,1,Self-employed,3,55-59 yrs old,11,not a full time student,11,Male,0,$1500-$1999,3,0,1,0,0,0,0
560466DO,2,Employed Full-time,1,15-19 yrs old,3,not a full time student,11,Male,0,$1001-$1499,2,0,0,1,49572,532020,0
560466EO,1,Unemployed,7,55-59 yrs old,11,not a full time student,11,Male,0,No Income,12,0,1,0,0,0,0
560466EO,2,Employed Full-time,1,50-54 yrs old,10,not a full time student,11,Female,1,$1500-$1999,3,0,1,1,307683,530060,0
560466EO,3,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Male,0,$2000-$2499,4,0,1,1,49513,546012,0
560467AO,1,Employed Full-time,1,50-54 yrs old,10,not a full time student,11,Male,0,$2000-$2499,4,0,1,1,499612,510012,0
560467BR1,1,Retired,6,75-79 yrs old,15,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0
560467BR1,2,Homemaker,5,60-64 yrs old,12,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560467BR1,3,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Male,0,$2000-$2499,4,0,1,1,819642,510051,0
560467CO,1,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Male,0,$1001-$1499,2,0,0,1,535219,516110,0
560467CO,2,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Female,1,$3000-$3999,6,0,0,1,535219,516110,0
560467CO,3,Full time student,4,4-9 yrs old,1,Primary,2,Female,1,No Income,12,0,0,0,0,0,501090
560467CO,4, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0
560467DR1,1,Retired,6,80-84 yrs old,16,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0
560467DR1,2,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Female,1,$1001-$1499,2,0,0,1,569111,501060,0
560467DR1,3,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Female,1,$4000-$4999,7,0,0,1,109680,506280,0
560467ER1,1,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Male,0,$2000-$2499,4,0,0,1,68906,514030,0
560467ER1,2,Homemaker,5,40-44 yrs old,8,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560467ER1,3,Full time student,4,15-19 yrs old,3,Secondary,3,Male,0,No Income,12,0,0,0,0,0,503050
560469AO,1,Homemaker,5,35-39 yrs old,7,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560469BR2,1,Retired,6,65-69 yrs old,13,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0
560469CO,1,Retired,6,65-69 yrs old,13,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560469DO,1,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Male,0,$1500-$1999,3,0,1,1,819642,510051,0
560469DO,2,Employed Full-time,1,20-24 yrs old,4,not a full time student,11,Female,1,$1-$1000,1,0,0,1,819642,510051,0
560469DO,3, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0
560469EO,1,Unemployed,7,65-69 yrs old,13,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0
560469EO,2,Homemaker,5,65-69 yrs old,13,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560470AR1,1,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Male,0,$2000-$2499,4,0,1,1,560527,501112,0
560470AR1,2,Homemaker,5,35-39 yrs old,7,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560470AR1,3,Full time student,4,10-14 yrs old,2,Primary,2,Male,0,No Income,12,0,0,0,0,0,501040
560470AR1,4,Full time student,4,15-19 yrs old,3,Secondary,3,Female,1,No Income,12,0,0,0,0,0,501120
560470BO,1,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Male,0,$3000-$3999,6,0,0,1,757715,542180,0
560470BO,2,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Female,1,$1001-$1499,2,0,0,1,556110,544130,0
560470BO,3, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0
560470BO,4,Domestic worker,10,25-29 yrs old,5,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0
560470DO,1,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Male,0,$4000-$4999,7,0,1,1,638357,518100,0
560470DO,2,Self-employed,3,40-44 yrs old,8,not a full time student,11,Female,1,$3000-$3999,6,1,1,1,560470,501090,0
560470DO,3,Full time student,4,15-19 yrs old,3,Post Secondary (JC/CI/ITE),4,Female,1,No Income,12,0,0,0,0,0,552080
560470DO,4,Full time student,4,10-14 yrs old,2,Secondary,3,Female,1,No Income,12,0,0,0,0,0,508250
560470EO,1,Retired,6,75-79 yrs old,15,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0
560470EO,2,Homemaker,5,70-74 yrs old,14,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560470EO,3,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Female,1,$1001-$1499,2,0,0,1,159471,506270,0
560470EO,4,Employed Full-time,1,50-54 yrs old,10,not a full time student,11,Male,0,$1001-$1499,2,0,1,1,349567,515031,0
560472AR1,1,Retired,6,60-64 yrs old,12,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560472AR1,2,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Male,0,$1500-$1999,3,0,0,1,436899,519122,0
560472AR1,3,Homemaker,5,25-29 yrs old,5,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560472AR1,4,Non schooling child,12,4-9 yrs old,1,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0
560472AR1,5, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0
560472BR1,1,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Male,0,$1500-$1999,3,0,0,1,238841,531010,0
560472BR1,2,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Female,1,$1500-$1999,3,0,1,1,238839,528072,0
560472BR1,3, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0
560472BR1,4,Domestic worker,10,30-34 yrs old,6,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0
560472CR1,1,Employed Full-time,1,55-59 yrs old,11,not a full time student,11,Male,0,$1001-$1499,2,0,0,0,0,0,0
560472CR1,2,Employed Full-time,1,55-59 yrs old,11,not a full time student,11,Female,1,$1001-$1499,2,0,0,1,579807,503042,0
560472CR1,3,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Male,0,$1500-$1999,3,0,1,1,68893,514030,0
560472DR1,1,Homemaker,5,60-64 yrs old,12,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560472DR1,2,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Male,0,$1500-$1999,3,0,1,0,0,0,0
560472DR1,3,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Female,1,$1500-$1999,3,0,0,1,599489,508090,0
560472EO,1,Retired,6,60-64 yrs old,12,not a full time student,11,Male,0,No Income,12,0,1,0,0,0,0
560472EO,2,Employed Full-time,1,50-54 yrs old,10,not a full time student,11,Female,1,$1500-$1999,3,0,0,1,738204,542200,0
560472EO,3,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Male,0,$2000-$2499,4,0,1,0,0,0,0
560472EO,4,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Female,1,$3000-$3999,6,0,0,1,49483,514010,0
560472EO,5,Non schooling child,12,4-9 yrs old,1,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560472EO,6,Domestic worker,10,25-29 yrs old,5,not a full time student,11,Female,1,$1-$1000,1,0,0,0,0,0,0
560473AO,1,Self-employed,3,35-39 yrs old,7,not a full time student,11,Male,0,$1-$1000,1,0,1,0,0,0,0
560473AO,2,Homemaker,5,35-39 yrs old,7,not a full time student,11,Female,1,No Income,12,0,1,0,0,0,0
560473AO,3,Full time student,4,4-9 yrs old,1,Primary,2,Female,1,No Income,12,0,0,0,0,0,506100
560473BO,1,Self-employed,3,45-49 yrs old,9,not a full time student,11,Male,0,$1500-$1999,3,0,1,1,310022,552060,0
560473BO,2,Self-employed,3,45-49 yrs old,9,not a full time student,11,Female,1,$1001-$1499,2,0,0,1,310022,552060,0
560473BO,3,Full time student,4,15-19 yrs old,3,Secondary,3,Female,1,No Income,12,0,0,0,0,0,544090
560473BO,4, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0
560473CR1,1,Employed Full-time,1,50-54 yrs old,10,not a full time student,11,Male,0,$1500-$1999,3,0,0,1,269782,508021,0
560473CR1,2,Homemaker,5,50-54 yrs old,10,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560473CR1,3,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Female,1,$2000-$2499,4,0,0,1,569228,501111,0
560473CR1,4,Employed Full-time,1,20-24 yrs old,4,not a full time student,11,Male,0,$1500-$1999,3,0,1,1,579827,503041,0
560473CR1,5,Full time student,4,20-24 yrs old,4,Polytechnic,5,Male,0,No Income,12,0,0,0,0,0,549230
560473DO,1,Employed Full-time,1,60-64 yrs old,12,not a full time student,11,Male,0,$1-$1000,1,0,1,1,318990,552130,0
560473DO,2,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Male,0,$2500-$2999,5,0,1,1,118253,538070,0
560473ER1,1,Retired,6,65-69 yrs old,13,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0
560473ER1,2,Homemaker,5,55-59 yrs old,11,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560475AO,1,Homemaker,5,50-54 yrs old,10,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560475AO,2,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Male,0,$1-$1000,1,0,0,1,409015,515113,0
560475AO,3,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Male,0,$1-$1000,1,0,0,1,238872,531030,0
560475BO,1,Employed Full-time,1,50-54 yrs old,10,not a full time student,11,Male,0,$1-$1000,1,0,1,1,568047,544040,0
560475BO,2,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Female,1,$1500-$1999,3,0,1,1,569730,501090,0
560475BO,3,Non schooling child,12,4-9 yrs old,1,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560475CO,1,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Male,0,$2500-$2999,5,0,1,1,310460,552020,0
560475CO,2,Homemaker,5,40-44 yrs old,8,not a full time student,11,Female,1,No Income,12,0,1,0,0,0,0
560475CO,3,Full time student,4,20-24 yrs old,4,University,6,Female,1,No Income,12,0,1,0,0,0,508090
560475CO,4,Non schooling child,12,4-9 yrs old,1,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560475DO,1,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Male,0,$8000 and above,11,0,1,1,609915,517040,0
560475DO,2,Homemaker,5,45-49 yrs old,9,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560475DO,3,Full time student,4,10-14 yrs old,2,Primary,2,Male,0,No Income,12,0,0,0,0,0,501090
560475DO,4,Full time student,4,10-14 yrs old,2,Primary,2,Male,0,No Income,12,0,0,0,0,0,501130
560475DO,5,Non schooling child,12,4-9 yrs old,1,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0
560475ER1,1,Retired,6,65-69 yrs old,13,not a full time student,11,Male,0,No Income,12,0,1,0,0,0,0
560475ER1,2,Homemaker,5,55-59 yrs old,11,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560475ER1,3,Employed Full-time,1,20-24 yrs old,4,not a full time student,11,Male,0,$1500-$1999,3,0,1,1,738340,542200,0
560475ER1,4, ,11, ,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0
560502AO,1,Retired,6,65-69 yrs old,13,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560502AO,2,Employed Full-time,1,55-59 yrs old,11,not a full time student,11,Male,0,$1-$1000,1,0,0,1,569511,544040,0
560502AO,3, ,11, ,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0
560502EO,1,Self-employed,3,45-49 yrs old,9,not a full time student,11,Male,0,$2500-$2999,5,0,1,1,569565,544040,0
560502EO,2,Employed Full-time,1,40-44 yrs old,8,not a full time student,11,Female,1,$1500-$1999,3,0,0,1,409286,515080,0
560502EO,3,Full time student,4,15-19 yrs old,3,Post Secondary (JC/CI/ITE),4,Male,0,No Income,12,0,0,0,0,0,557200
560502EO,4,Full time student,4,15-19 yrs old,3,Post Secondary (JC/CI/ITE),4,Male,0,No Income,12,0,0,0,0,0,549080
560504AO,1,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Male,0,$2500-$2999,5,0,0,1,347790,515031,0
560504AO,2,Homemaker,5,25-29 yrs old,5,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560504AO,3, ,11,0-3 yrs old,0,not a full time student,11, ,0, ,13,0,0,0,0,0,0
560504CR1,1,Homemaker,5,55-59 yrs old,11,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560504CR1,2,Employed Full-time,1,55-59 yrs old,11,not a full time student,11,Male,0,Refused,14,0,1,1,560504,501111,0
560504CR1,3,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Male,0,Refused,14,0,1,1,238859,531040,0
560504DO,1,Retired,6,65-69 yrs old,13,not a full time student,11,Male,0,No Income,12,0,0,0,0,0,0
560504DO,2,Homemaker,5,60-64 yrs old,12,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560504DO,3,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Female,1,$8000 and above,11,0,0,1,199597,519020,0
560505AO,1,Employed Full-time,1,45-49 yrs old,9,not a full time student,11,Male,0,Refused,14,0,0,1,238843,531020,0
560505AO,2,Employed Part-time,2,40-44 yrs old,8,not a full time student,11,Female,1,$1-$1000,1,0,0,1,560524,501112,0
560505AO,3,Full time student,4,10-14 yrs old,2,Primary,2,Male,0,No Income,12,0,0,0,0,0,549430
560505BO,1,Employed Full-time,1,20-24 yrs old,4,not a full time student,11,Female,1,$2000-$2499,4,0,0,1,258500,550042,0
560505CR2,1,Retired,6,65-69 yrs old,13,not a full time student,11,Male,0,No Income,12,0,1,0,0,0,0
560505CR2,2,Full time student,4,15-19 yrs old,3,Secondary,3,Female,1,No Income,12,0,0,0,0,0,544090
560505CR2,3,Full time student,4,10-14 yrs old,2,Secondary,3,Female,1,No Income,12,0,0,0,0,0,501020
560505DR2,1,Self-employed,3,45-49 yrs old,9,not a full time student,11,Female,1,$2500-$2999,5,0,0,0,0,0,0
560505DR2,2,Self-employed,3,35-39 yrs old,7,not a full time student,11,Male,0,$2000-$2499,4,0,1,1,575721,503110,0
560505EO,1,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Female,1,$1500-$1999,3,0,1,1,757695,542250,0
560505EO,2,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Male,0,$4000-$4999,7,0,0,1,486059,549420,0
560507AR3,1,Employed Full-time,1,55-59 yrs old,11,not a full time student,11,Male,0,$1500-$1999,3,0,0,1,217664,519140,0
560507AR3,2,Self-employed,3,50-54 yrs old,10,not a full time student,11,Female,1,$2500-$2999,5,0,0,1,188719,514120,0
560507BO,1,Employed Full-time,1,50-54 yrs old,10,not a full time student,11,Female,1,$1-$1000,1,0,0,1,560724,501050,0
560507BO,2,Employed Full-time,1,60-64 yrs old,12,not a full time student,11,Male,0,$1-$1000,1,0,1,1,380054,515020,0
560507BO,3,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Male,0,$1001-$1499,2,0,0,1,387384,515020,0
560507BO,4,Employed Full-time,1,30-34 yrs old,6,not a full time student,11,Male,0,$1001-$1499,2,0,0,1,545727,544020,0
560507DO,1,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Male,0,Refused,14,0,1,1,575624,503110,0
560507DO,2,Employed Full-time,1,25-29 yrs old,5,not a full time student,11,Female,1,Refused,14,0,0,1,307683,530060,0
560507ER3,1,Homemaker,5,35-39 yrs old,7,not a full time student,11,Female,1,No Income,12,0,0,0,0,0,0
560507ER3,2,Employed Full-time,1,35-39 yrs old,7,not a full time student,11,Male,0,Refused,14,0,1,1,819642,510051,0
560507ER3,3,Full time student,4,4-9 yrs old,1,Preschool,1,Male,0,No Income,12,0,0,0,0,0,501111
560507ER3,4,Full time student,4,4-9 yrs old,1,Preschool,1,Male,0,No Income,12,0,0,0,0,0,501111
